Game_ID,Result,Home,Away,Date,Won,Won_Points,Lost,Lost_Points,Home_Won
401267672,"LAL 102, POR 93",Los Angeles Lakers,Portland Trail Blazers,20210226,Los Angeles Lakers,102,Portland Trail Blazers,93,Yes
401267673,"CLE 112, PHI 109 (OT)",Philadelphia 76ers,Cleveland Cavaliers,20210227,Cleveland Cavaliers,112,Philadelphia 76ers,109,No
401267677,"WSH 128, MIN 112",Washington Wizards,Minnesota Timberwolves,20210227,Washington Wizards,128,Minnesota Timberwolves,112,Yes
401267674,"SA 117, NO 114",San Antonio Spurs,New Orleans Pelicans,20210227,San Antonio Spurs,117,New Orleans Pelicans,114,Yes
401267675,"NY 110, IND 107",New York Knicks,Indiana Pacers,20210227,New York Knicks,110,Indiana Pacers,107,Yes
401267676,"UTAH 124, ORL 109",Orlando Magic,Utah Jazz,20210227,Utah Jazz,124,Orlando Magic,109,No
401267678,"DEN 126, OKC 96",Oklahoma City Thunder,Denver Nuggets,20210227,Denver Nuggets,126,Oklahoma City Thunder,96,No
401267679,"DAL 115, BKN 98",Brooklyn Nets,Dallas Mavericks,20210227,Dallas Mavericks,115,Brooklyn Nets,98,No
401267689,"DAL 130, ORL 124",Orlando Magic,Dallas Mavericks,20210301,Dallas Mavericks,130,Orlando Magic,124,No
401267690,"PHI 130, IND 114",Philadelphia 76ers,Indiana Pacers,20210301,Philadelphia 76ers,130,Indiana Pacers,114,Yes
